Start Date,End Date,County,Region,State,Property Type,Median Sale Price,Median Sale Price MoM,Median List Price,Median List Price MoM,Median Price per Sqft,Median Price per Sqft MoM,Median List Price per Sqft,Median List Price per Sqft MoM,Homes Sold,Homes Sold MoM,Pending Sales,Pending Sales MoM,New Listings,New Listings MoM,Months of Supply,Months of Supply MoM,Median Days on Market,Median Days on Market MoM,Average Sale to List,Average Sale to List MoM,Sold Above List,Sold Above List MoM,Price Drops,Price Drops MoM,Off Market in Two Weeks,Off Market in Two Weeks MoM
2023-10-01,2023-10-31,Sussex County,North,NJ,Condo,157500.0,,"$376,000.00",,187.05,,$239.41,,1,,7,,2,,17,,19,,92.65%,,0.00%,,5.88%,0.00%,28.57%,
2023-10-01,2023-10-31,Sussex County,North,NJ,Multi-Family (2-4 Unit),447000.0,-10.15%,"$376,000.00",4.46%,270.19,10.80%,$239.41,3.72%,3,-25.00%,3,-25.00%,2,-50.00%,2,0.00%,69,1400.00%,94.84%,-8.29%,0.00%,-75.00%,16.67%,4.17%,0.00%,-25.00%
2023-10-01,2023-10-31,Sussex County,North,NJ,Single Family Residential,361500.0,-2.30%,"$376,000.00",4.46%,255.68,2.97%,$239.41,3.72%,177,-7.81%,171,0.59%,203,-1.93%,2,10.00%,27,-100.00%,103.03%,-0.00%,63.28%,3.38%,17.44%,1.38%,32.16%,-1.37%
2023-11-01,2023-11-30,Sussex County,North,NJ,All Residential,354000.0,-2.07%,"$375,000.00",-0.27%,244.89,-4.22%,$241.98,1.07%,187,3.31%,154,-15.38%,163,-22.01%,1,-30.00%,27,0.00%,101.40%,-1.43%,57.75%,-4.12%,17.09%,0.84%,27.27%,-4.60%
2023-11-01,2023-11-30,Sussex County,North,NJ,Condo,157000.0,-0.32%,"$375,000.00",-0.27%,194.44,3.95%,$241.98,1.07%,2,100.00%,3,-57.14%,3,50.00%,7,-1000.00%,83,6400.00%,91.03%,-1.61%,0.00%,0.00%,7.14%,1.26%,0.00%,-28.57%
2023-11-01,2023-11-30,Sussex County,North,NJ,Multi-Family (2-4 Unit),405000.0,-9.40%,"$375,000.00",-0.27%,248.13,-8.16%,$241.98,1.07%,3,0.00%,3,0.00%,4,100.00%,2,30.00%,22,-4700.00%,97.85%,3.01%,33.33%,33.33%,14.29%,-2.38%,0.00%,0.00%
2023-11-01,2023-11-30,Sussex County,North,NJ,Single Family Residential,352500.0,-2.49%,"$375,000.00",-0.27%,245.05,-4.16%,$241.98,1.07%,182,2.82%,147,-14.04%,155,-23.65%,1,-30.00%,27,0.00%,101.58%,-1.45%,58.79%,-4.49%,17.77%,0.33%,27.89%,-4.27%
2023-12-01,2023-12-31,Sussex County,North,NJ,All Residential,380500.0,7.49%,"$369,000.00",-1.60%,245.1,0.09%,$226.26,-6.50%,199,6.42%,117,-24.03%,105,-35.58%,1,-30.00%,37,1000.00%,101.91%,0.50%,54.77%,-2.98%,11.65%,-5.44%,21.37%,-5.91%
2023-12-01,2023-12-31,Sussex County,North,NJ,Condo,242000.0,54.14%,"$369,000.00",-1.60%,269.72,38.71%,$226.26,-6.50%,8,300.00%,2,-33.33%,4,33.33%,1,-510.00%,84,100.00%,104.44%,13.41%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%
2023-12-01,2023-12-31,Sussex County,North,NJ,Multi-Family (2-4 Unit),510000.0,25.93%,"$369,000.00",-1.60%,209.7,-15.49%,$226.26,-6.50%,1,-66.67%,2,-33.33%,6,50.00%,11,870.00%,224,20200.00%,94.62%,-3.23%,0.00%,-33.33%,0.00%,0.00%,50.00%,50.00%
2023-12-01,2023-12-31,Sussex County,North,NJ,Single Family Residential,390000.0,10.64%,"$369,000.00",-1.60%,242.48,-1.05%,$226.26,-6.50%,190,4.40%,113,-23.13%,93,-40.00%,1,-30.00%,32,500.00%,101.84%,0.26%,55.26%,-3.53%,13.00%,-4.77%,21.24%,-6.65%
2024-01-01,2024-01-31,Sussex County,North,NJ,All Residential,365000.0,-4.07%,"$376,250.00",1.96%,233.84,-4.59%,$248.08,9.64%,141,-29.15%,102,-12.82%,150,42.86%,2,60.00%,29,-800.00%,101.27%,-0.64%,56.74%,1.96%,14.52%,2.87%,28.43%,7.06%
2024-01-01,2024-01-31,Sussex County,North,NJ,Condo,182500.0,-24.59%,"$376,250.00",1.96%,279.7,3.70%,$248.08,9.64%,2,-75.00%,1,-50.00%,5,25.00%,9,710.00%,101,1700.00%,104.30%,-0.14%,50.00%,0.00%,16.67%,0.00%,100.00%,100.00%
2024-01-01,2024-01-31,Sussex County,North,NJ,Multi-Family (2-4 Unit),345000.0,-32.35%,"$376,250.00",1.96%,149.43,-28.74%,$248.08,9.64%,4,300.00%,1,-50.00%,2,-66.67%,3,-800.00%,25,-19900.00%,115.69%,21.07%,75.00%,75.00%,25.00%,0.00%,100.00%,50.00%
2024-01-01,2024-01-31,Sussex County,North,NJ,Single Family Residential,365000.0,-6.41%,"$376,250.00",1.96%,234.18,-3.42%,$248.08,9.64%,134,-29.47%,99,-12.39%,138,48.39%,2,50.00%,29,-300.00%,100.79%,-1.05%,55.97%,0.71%,14.39%,1.39%,27.27%,6.03%
2024-01-01,2024-01-31,Sussex County,North,NJ,Townhouse,481000.0,,"$376,250.00",,266.63,,$248.08,,1,,1,,5,,9,,122,,100.23%,,100.00%,,0.00%,0.00%,0.00%,
2024-02-01,2024-02-29,Sussex County,North,NJ,All Residential,382000.0,4.66%,"$375,000.00",-0.33%,236.28,1.05%,$244.31,-1.52%,111,-21.28%,135,32.35%,188,25.33%,2,60.00%,29,0.00%,102.01%,0.74%,58.56%,1.82%,13.61%,-0.91%,44.44%,16.01%
2024-02-01,2024-02-29,Sussex County,North,NJ,Multi-Family (2-4 Unit),482500.0,39.86%,"$375,000.00",-0.33%,219.48,46.88%,$244.31,-1.52%,2,-50.00%,2,100.00%,2,0.00%,5,250.00%,44,1900.00%,96.21%,-19.48%,0.00%,-75.00%,18.18%,-6.82%,0.00%,-100.00%
2024-02-01,2024-02-29,Sussex County,North,NJ,Single Family Residential,380000.0,4.11%,"$375,000.00",-0.33%,236.28,0.90%,$244.31,-1.52%,109,-18.66%,129,30.30%,165,19.57%,2,40.00%,29,0.00%,102.11%,1.32%,59.63%,3.66%,13.58%,-0.81%,46.51%,19.24%
2024-03-01,2024-03-31,Sussex County,North,NJ,All Residential,350000.0,-8.38%,"$399,000.00",6.40%,260.38,10.20%,$245.69,0.57%,153,37.84%,160,18.52%,214,13.83%,2,-60.00%,29,0.00%,101.83%,-0.18%,53.59%,-4.96%,15.43%,1.82%,35.62%,-8.82%
2024-03-01,2024-03-31,Sussex County,North,NJ,Condo,235000.0,,"$399,000.00",,264.82,,$245.69,,3,,2,,12,,11,,19,,94.97%,,66.67%,,3.03%,0.00%,0.00%,
2024-03-01,2024-03-31,Sussex County,North,NJ,Multi-Family (2-4 Unit),951000.0,97.10%,"$399,000.00",6.40%,1162.59,429.70%,$245.69,0.57%,1,-50.00%,3,50.00%,3,50.00%,9,350.00%,35,-900.00%,105.78%,9.57%,100.00%,100.00%,0.00%,0.00%,33.33%,33.33%
2024-03-01,2024-03-31,Sussex County,North,NJ,Single Family Residential,350000.0,-7.89%,"$399,000.00",6.40%,257.44,8.95%,$245.69,0.57%,149,36.70%,149,15.50%,177,7.27%,1,-60.00%,29,0.00%,101.94%,-0.17%,53.02%,-6.61%,17.60%,4.02%,35.57%,-10.94%
2024-04-01,2024-04-30,Sussex County,North,NJ,All Residential,400555.0,14.44%,"$385,000.00",-3.51%,264.56,1.61%,$252.03,2.58%,167,9.15%,194,21.25%,231,7.94%,2,-20.00%,22,-700.00%,102.79%,0.96%,61.68%,8.08%,16.96%,1.53%,36.60%,0.97%
2024-04-01,2024-04-30,Sussex County,North,NJ,Condo,261750.0,11.38%,"$385,000.00",-3.51%,275.59,4.07%,$252.03,2.58%,2,-33.33%,11,450.00%,21,75.00%,20,900.00%,47,2800.00%,105.92%,10.95%,50.00%,-16.67%,15.00%,11.97%,72.73%,72.73%
2024-04-01,2024-04-30,Sussex County,North,NJ,Multi-Family (2-4 Unit),469504.5,-50.63%,"$385,000.00",-3.51%,274.32,-76.40%,$252.03,2.58%,4,300.00%,1,-66.67%,3,0.00%,2,-670.00%,56,2100.00%,104.56%,-1.22%,75.00%,-25.00%,11.11%,0.00%,100.00%,66.67%
2024-04-01,2024-04-30,Sussex County,North,NJ,Single Family Residential,400000.0,14.29%,"$385,000.00",-3.51%,264.14,2.60%,$252.03,2.58%,161,8.05%,158,6.04%,173,-2.26%,1,-20.00%,22,-700.00%,102.71%,0.77%,61.49%,8.47%,18.36%,0.76%,32.91%,-2.66%
2022-01-01,2022-01-31,Warren County,North,NJ,All Residential,293000.0,2.81%,"$299,900.00",7.49%,180.12,4.89%,$177.87,-3.24%,125,-30.17%,78,-20.41%,105,29.63%,1,40.00%,35,-700.00%,100.88%,1.30%,52.80%,4.20%,9.52%,-0.31%,35.90%,19.57%
2022-01-01,2022-01-31,Warren County,North,NJ,Multi-Family (2-4 Unit),235500.0,0.21%,"$299,900.00",7.49%,108.47,-2.24%,$177.87,-3.24%,14,27.27%,3,-78.57%,6,-14.29%,1,-30.00%,59,-2000.00%,99.97%,3.87%,42.86%,15.58%,0.00%,0.00%,66.67%,45.24%
2022-01-01,2022-01-31,Warren County,North,NJ,Single Family Residential,299900.0,-0.37%,"$299,900.00",7.49%,183.49,5.94%,$177.87,-3.24%,111,-33.93%,74,-10.84%,97,31.08%,1,60.00%,35,-400.00%,100.99%,1.19%,54.05%,4.05%,10.38%,-0.29%,35.14%,20.68%
2022-02-01,2022-02-28,Warren County,North,NJ,All Residential,290000.0,-1.02%,"$299,950.00",0.02%,176.15,-2.20%,$181.36,1.96%,96,-23.20%,99,26.92%,120,14.29%,2,50.00%,36,100.00%,100.28%,-0.60%,54.17%,1.37%,7.14%,-2.38%,43.43%,7.54%
2022-02-01,2022-02-28,Warren County,North,NJ,Multi-Family (2-4 Unit),189000.0,-19.75%,"$299,950.00",0.02%,104.56,-3.60%,$181.36,1.96%,5,-64.29%,6,100.00%,8,33.33%,2,150.00%,36,-2300.00%,94.87%,-5.11%,20.00%,-22.86%,0.00%,0.00%,33.33%,-33.33%
2022-02-01,2022-02-28,Warren County,North,NJ,Single Family Residential,300000.0,0.03%,"$299,950.00",0.02%,186.87,1.84%,$181.36,1.96%,90,-18.92%,92,24.32%,111,14.43%,2,40.00%,37,200.00%,100.51%,-0.48%,55.56%,1.50%,7.73%,-2.65%,44.57%,9.43%
2022-02-01,2022-02-28,Warren County,North,NJ,Townhouse,197000.0,,"$299,950.00",,80.08,,$181.36,,1,,0,,1,,3,,7,,106.54%,,100.00%,,33.33%,0.00%,,
2022-03-01,2022-03-31,Warren County,North,NJ,All Residential,320000.0,10.34%,"$325,000.00",8.35%,182.61,3.67%,$193.21,6.54%,124,29.17%,127,28.28%,168,40.00%,1,-40.00%,22,-1400.00%,102.10%,1.82%,61.29%,7.12%,9.13%,1.99%,40.94%,-2.49%
2022-03-01,2022-03-31,Warren County,North,NJ,Condo,194000.0,,$nan,,161.69,,$nan,,2,,0,,0,,0,,319,,81.73%,,0.00%,,0.00%,0.00%,,
2022-03-01,2022-03-31,Warren County,North,NJ,Multi-Family (2-4 Unit),260000.0,37.57%,"$325,000.00",8.35%,138.07,32.04%,$193.21,6.54%,7,40.00%,8,33.33%,13,62.50%,2,-20.00%,22,-1400.00%,103.31%,8.44%,71.43%,51.43%,17.65%,0.00%,50.00%,16.67%
2022-03-01,2022-03-31,Warren County,North,NJ,Single Family Residential,338000.0,12.67%,"$325,000.00",8.35%,188.09,0.65%,$193.21,6.54%,115,27.78%,116,26.09%,154,38.74%,1,-40.00%,21,-1600.00%,102.40%,1.90%,61.74%,6.18%,9.39%,1.66%,40.52%,-4.05%
2022-03-01,2022-03-31,Warren County,North,NJ,Townhouse,139000.0,-29.44%,"$325,000.00",8.35%,127.64,59.39%,$193.21,6.54%,1,0.00%,3,,1,0.00%,0,,58,5100.00%,99.36%,-7.19%,0.00%,-100.00%,0.00%,0.00%,33.33%,
2022-04-01,2022-04-30,Warren County,North,NJ,All Residential,295000.0,-7.81%,"$315,000.00",-3.08%,196.48,7.59%,$193.83,0.32%,118,-4.84%,130,2.36%,171,1.79%,2,20.00%,20,-200.00%,103.15%,1.05%,68.64%,7.35%,8.76%,-0.37%,45.38%,4.44%
2022-04-01,2022-04-30,Warren County,North,NJ,Multi-Family (2-4 Unit),270000.0,3.85%,"$315,000.00",-3.08%,119.04,-13.78%,$193.83,0.32%,11,57.14%,5,-37.50%,7,-46.15%,1,-80.00%,25,300.00%,100.37%,-2.94%,45.45%,-25.97%,11.11%,-6.54%,20.00%,-30.00%
2022-04-01,2022-04-30,Warren County,North,NJ,Single Family Residential,300000.0,-11.24%,"$315,000.00",-3.08%,202.64,7.74%,$193.83,0.32%,106,-7.83%,125,7.76%,159,3.25%,2,30.00%,19,-200.00%,103.49%,1.08%,71.70%,9.96%,9.21%,-0.18%,46.40%,5.88%
2022-04-01,2022-04-30,Warren County,North,NJ,Townhouse,107500.0,-22.66%,"$315,000.00",-3.08%,76.79,-39.84%,$193.83,0.32%,1,0.00%,0,,2,100.00%,2,,185,12700.00%,97.83%,-1.53%,0.00%,0.00%,0.00%,0.00%,,
2022-05-01,2022-05-31,Warren County,North,NJ,All Residential,345000.0,16.95%,"$350,000.00",11.11%,190.82,-2.88%,$195.59,0.91%,132,11.86%,144,10.77%,234,36.84%,2,30.00%,20,0.00%,103.51%,0.36%,70.45%,1.81%,10.62%,1.86%,35.42%,-9.97%
2022-05-01,2022-05-31,Warren County,North,NJ,Multi-Family (2-4 Unit),275000.0,1.85%,"$350,000.00",11.11%,125.05,5.05%,$195.59,0.91%,5,-54.55%,6,20.00%,7,0.00%,3,200.00%,18,-700.00%,105.09%,4.72%,80.00%,34.55%,11.11%,0.00%,0.00%,-20.00%
2022-05-01,2022-05-31,Warren County,North,NJ,Single Family Residential,346000.0,15.33%,"$350,000.00",11.11%,194.58,-3.98%,$195.59,0.91%,126,18.87%,136,8.80%,222,39.62%,2,10.00%,20,100.00%,103.48%,-0.01%,69.84%,-1.86%,10.88%,1.67%,37.50%,-8.90%
2022-05-01,2022-05-31,Warren County,North,NJ,Townhouse,285000.0,165.12%,"$350,000.00",11.11%,118.01,53.69%,$195.59,0.91%,1,0.00%,0,,3,50.00%,5,300.00%,8,-17700.00%,100.04%,2.21%,100.00%,100.00%,0.00%,0.00%,,
2022-06-01,2022-06-30,Warren County,North,NJ,All Residential,330000.0,-4.35%,"$349,900.00",-0.03%,200.62,5.13%,$197.89,1.17%,158,19.70%,166,15.28%,229,-2.14%,2,-10.00%,18,-200.00%,103.87%,0.36%,66.46%,-4.00%,17.08%,6.45%,34.34%,-1.08%
2022-06-01,2022-06-30,Warren County,North,NJ,Condo,279000.0,,$nan,,188.26,,$nan,,1,,0,,0,,3,,16,,99.68%,,0.00%,,0.00%,0.00%,,
2022-06-01,2022-06-30,Warren County,North,NJ,Multi-Family (2-4 Unit),245500.0,-10.73%,"$349,900.00",-0.03%,134.22,7.33%,$197.89,1.17%,9,80.00%,5,-16.67%,6,-14.29%,1,-180.00%,29,1100.00%,103.26%,-1.83%,66.67%,-13.33%,18.75%,7.64%,0.00%,0.00%
2022-06-01,2022-06-30,Warren County,North,NJ,Single Family Residential,332500.0,-3.90%,"$349,900.00",-0.03%,204.62,5.16%,$197.89,1.17%,148,17.46%,159,16.91%,219,-1.35%,2,0.00%,18,-200.00%,103.94%,0.46%,66.89%,-2.95%,16.91%,6.03%,35.85%,-1.65%
2022-07-01,2022-07-31,Warren County,North,NJ,All Residential,342500.0,3.79%,"$325,000.00",-7.12%,201.31,0.34%,$184.01,-7.01%,170,7.59%,157,-5.42%,159,-30.57%,2,-30.00%,22,400.00%,103.91%,0.03%,68.82%,2.37%,19.06%,1.98%,24.84%,-9.50%
2022-07-01,2022-07-31,Warren County,North,NJ,Multi-Family (2-4 Unit),225000.0,-8.35%,"$325,000.00",-7.12%,129.91,-3.21%,$184.01,-7.01%,7,-22.22%,1,-80.00%,5,-16.67%,2,60.00%,33,400.00%,95.31%,-7.94%,57.14%,-9.52%,11.76%,-6.99%,0.00%,0.00%
2022-07-01,2022-07-31,Warren County,North,NJ,Single Family Residential,355000.0,6.77%,"$325,000.00",-7.12%,201.82,-1.37%,$184.01,-7.01%,161,8.78%,151,-5.03%,152,-30.59%,2,-30.00%,22,400.00%,104.33%,0.39%,69.57%,2.67%,19.87%,2.96%,25.83%,-10.02%
2022-07-01,2022-07-31,Warren County,North,NJ,Townhouse,297500.0,,$nan,,191.89,,$nan,,2,,2,,0,,2,,44,,99.72%,,50.00%,,20.00%,0.00%,0.00%,
2022-08-01,2022-08-31,Warren County,North,NJ,All Residential,350000.0,2.19%,"$339,950.00",4.60%,212.01,5.32%,$193.97,5.41%,170,0.00%,136,-13.38%,139,-12.58%,1,-10.00%,23,100.00%,102.88%,-1.03%,58.82%,-10.00%,20.94%,1.88%,24.26%,-0.58%
2022-08-01,2022-08-31,Warren County,North,NJ,Multi-Family (2-4 Unit),271000.0,20.44%,"$339,950.00",4.60%,138.31,6.46%,$193.97,5.41%,5,-28.57%,5,400.00%,5,0.00%,3,80.00%,26,-700.00%,100.05%,4.74%,60.00%,2.86%,12.50%,0.74%,20.00%,20.00%
2022-08-01,2022-08-31,Warren County,North,NJ,Single Family Residential,350000.0,-1.41%,"$339,950.00",4.60%,212.05,5.07%,$193.97,5.41%,165,2.48%,128,-15.23%,130,-14.47%,1,-20.00%,22,0.00%,102.90%,-1.43%,58.79%,-10.78%,21.28%,1.41%,25.00%,-0.83%
2022-08-01,2022-08-31,Warren County,North,NJ,Townhouse,418000.0,40.50%,"$339,950.00",,265.23,38.22%,$193.97,,1,-50.00%,2,0.00%,1,,4,150.00%,52,800.00%,113.47%,13.75%,100.00%,50.00%,50.00%,30.00%,0.00%,0.00%
2022-09-01,2022-09-30,Warren County,North,NJ,All Residential,345000.0,-1.43%,"$315,000.00",-7.34%,198.13,-6.55%,$190.83,-1.62%,159,-6.47%,105,-22.79%,137,-1.44%,1,0.00%,29,600.00%,100.98%,-1.90%,49.69%,-9.14%,20.65%,-0.29%,24.76%,0.50%
2022-09-01,2022-09-30,Warren County,North,NJ,Multi-Family (2-4 Unit),189750.0,-29.98%,"$315,000.00",-7.34%,109.41,-20.89%,$190.83,-1.62%,4,-20.00%,2,-60.00%,4,-20.00%,3,30.00%,52,2600.00%,95.31%,-4.74%,25.00%,-35.00%,14.29%,1.79%,0.00%,-20.00%
2022-09-01,2022-09-30,Warren County,North,NJ,Single Family Residential,350000.0,0.00%,"$315,000.00",-7.34%,199.1,-6.11%,$190.83,-1.62%,155,-6.06%,100,-21.88%,129,-0.77%,1,10.00%,29,700.00%,101.13%,-1.77%,50.32%,-8.47%,21.95%,0.67%,24.00%,-1.00%
2022-10-01,2022-10-31,Warren County,North,NJ,All Residential,315000.0,-8.70%,"$324,949.50",3.16%,197.33,-0.40%,$195.96,2.69%,109,-31.45%,106,0.95%,132,-3.65%,2,80.00%,33,400.00%,99.80%,-1.18%,50.46%,0.77%,23.31%,2.67%,32.08%,7.31%
2022-10-01,2022-10-31,Warren County,North,NJ,Condo,183000.0,,$nan,,224.26,,$nan,,1,,0,,0,,5,,5,,104.63%,,100.00%,,20.00%,0.00%,,
2022-10-01,2022-10-31,Warren County,North,NJ,Multi-Family (2-4 Unit),205000.0,8.04%,"$324,949.50",3.16%,114.96,5.07%,$195.96,2.69%,3,-25.00%,2,0.00%,2,-50.00%,4,120.00%,40,-1200.00%,92.35%,-2.96%,33.33%,8.33%,21.43%,7.14%,0.00%,0.00%
2022-10-01,2022-10-31,Warren County,North,NJ,Single Family Residential,320000.0,-8.57%,"$324,949.50",3.16%,198.38,-0.36%,$195.96,2.69%,105,-32.26%,104,4.00%,128,-0.78%,2,70.00%,33,400.00%,99.97%,-1.16%,50.48%,0.15%,24.26%,2.31%,32.69%,8.69%
2022-11-01,2022-11-30,Warren County,North,NJ,All Residential,335000.0,6.35%,"$299,900.00",-7.71%,189.61,-3.91%,$201.56,2.86%,111,1.83%,91,-14.15%,117,-11.36%,2,-10.00%,28,-500.00%,101.07%,1.27%,51.35%,0.89%,18.88%,-4.43%,26.37%,-5.70%
2022-11-01,2022-11-30,Warren County,North,NJ,Condo,280000.0,53.01%,$nan,,,,$nan,,1,0.00%,2,,0,,2,-300.00%,52,4700.00%,103.70%,-0.93%,100.00%,0.00%,0.00%,0.00%,0.00%,
2022-11-01,2022-11-30,Warren County,North,NJ,Multi-Family (2-4 Unit),242500.0,18.29%,"$299,900.00",-7.71%,80.32,-30.13%,$201.56,2.86%,2,-33.33%,3,50.00%,3,50.00%,6,180.00%,117,7700.00%,97.73%,5.38%,0.00%,-33.33%,23.08%,1.65%,0.00%,0.00%
2022-11-01,2022-11-30,Warren County,North,NJ,Single Family Residential,341500.0,6.72%,"$299,900.00",-7.71%,190.97,-3.74%,$201.56,2.86%,108,2.86%,85,-18.27%,113,-11.72%,2,-10.00%,28,-500.00%,101.11%,1.14%,51.85%,1.38%,19.55%,-4.72%,27.06%,-5.63%
2022-12-01,2022-12-31,Warren County,North,NJ,All Residential,317000.0,-5.37%,"$265,000.00",-11.64%,206.3,8.80%,$199.93,-0.81%,105,-5.41%,75,-17.58%,61,-47.86%,2,-40.00%,31,300.00%,100.73%,-0.35%,52.38%,1.03%,12.71%,-6.17%,26.67%,0.29%
2022-12-01,2022-12-31,Warren County,North,NJ,Multi-Family (2-4 Unit),240000.0,-1.03%,"$265,000.00",-11.64%,113.12,40.83%,$199.93,-0.81%,3,50.00%,2,-33.33%,3,0.00%,3,-320.00%,37,-8000.00%,103.72%,5.99%,33.33%,33.33%,0.00%,0.00%,50.00%,50.00%
2022-12-01,2022-12-31,Warren County,North,NJ,Single Family Residential,318500.0,-6.73%,"$265,000.00",-11.64%,207.17,8.48%,$199.93,-0.81%,102,-5.56%,72,-15.29%,58,-48.67%,2,-30.00%,30,200.00%,100.64%,-0.47%,52.94%,1.09%,13.06%,-6.49%,26.39%,-0.67%
2023-01-01,2023-01-31,Warren County,North,NJ,All Residential,315000.0,-0.63%,"$318,000.00",20.00%,192.31,-6.78%,$192.50,-3.72%,114,8.57%,95,26.67%,101,65.57%,1,-40.00%,51,2000.00%,98.34%,-2.39%,43.86%,-8.52%,16.91%,4.20%,21.05%,-5.61%
2023-01-01,2023-01-31,Warren County,North,NJ,Multi-Family (2-4 Unit),396500.0,65.21%,"$318,000.00",20.00%,149.8,32.43%,$192.50,-3.72%,4,33.33%,2,0.00%,5,66.67%,3,-30.00%,53,1600.00%,100.73%,-2.99%,25.00%,-8.33%,25.00%,0.00%,0.00%,-50.00%
2023-01-01,2023-01-31,Warren County,North,NJ,Single Family Residential,310000.0,-2.67%,"$318,000.00",20.00%,195.15,-5.80%,$192.50,-3.72%,109,6.86%,92,27.78%,92,58.62%,1,-50.00%,51,2100.00%,98.31%,-2.32%,44.95%,-7.99%,16.93%,3.87%,21.74%,-4.65%
2023-01-01,2023-01-31,Warren County,North,NJ,Townhouse,100000.0,,"$318,000.00",,71.84,,$192.50,,1,,1,,4,,4,,184,,91.74%,,0.00%,,25.00%,0.00%,0.00%,
2023-02-01,2023-02-28,Warren County,North,NJ,All Residential,275000.0,-12.70%,"$314,899.00",-0.98%,187.17,-2.67%,$197.16,2.42%,65,-42.98%,68,-28.42%,89,-11.88%,3,130.00%,36,-1500.00%,100.27%,1.93%,44.62%,0.76%,19.70%,2.80%,27.94%,6.89%
2023-02-01,2023-02-28,Warren County,North,NJ,Multi-Family (2-4 Unit),242500.0,-38.84%,"$314,899.00",-0.98%,105.0,-29.90%,$197.16,2.42%,2,-50.00%,3,50.00%,7,40.00%,8,500.00%,64,1100.00%,90.10%,-10.63%,50.00%,25.00%,12.50%,-12.50%,33.33%,33.33%
2023-02-01,2023-02-28,Warren County,North,NJ,Single Family Residential,275000.0,-11.29%,"$314,899.00",-0.98%,188.05,-3.64%,$197.16,2.42%,63,-42.20%,61,-33.70%,80,-13.04%,2,120.00%,36,-1500.00%,100.60%,2.29%,44.44%,-0.51%,20.77%,3.83%,27.87%,6.13%
2023-03-01,2023-03-31,Warren County,North,NJ,All Residential,319500.0,16.18%,"$398,999.00",26.71%,194.88,4.12%,$198.78,0.82%,106,63.08%,91,33.82%,119,33.71%,1,-120.00%,35,-100.00%,100.74%,0.46%,47.17%,2.55%,14.43%,-5.28%,40.66%,12.72%
2023-03-01,2023-03-31,Warren County,North,NJ,Multi-Family (2-4 Unit),230000.0,-5.15%,"$398,999.00",26.71%,112.62,7.26%,$198.78,0.82%,3,50.00%,5,66.67%,4,-42.86%,4,-330.00%,14,-5000.00%,99.37%,9.27%,33.33%,-16.67%,0.00%,0.00%,20.00%,-13.33%
2023-03-01,2023-03-31,Warren County,North,NJ,Single Family Residential,325000.0,18.18%,"$398,999.00",26.71%,196.55,4.52%,$198.78,0.82%,103,63.49%,86,40.98%,111,38.75%,1,-120.00%,39,300.00%,100.78%,0.18%,47.57%,3.13%,15.56%,-5.21%,41.86%,13.99%
2023-04-01,2023-04-30,Warren County,North,NJ,All Residential,325000.0,1.72%,"$385,000.00",-3.51%,195.87,0.51%,$212.23,6.77%,93,-12.26%,98,7.69%,132,10.92%,2,30.00%,31,-400.00%,101.04%,0.30%,54.84%,7.67%,11.59%,-2.83%,36.73%,-3.92%
2023-04-01,2023-04-30,Warren County,North,NJ,Condo,250000.0,,$nan,,153.19,,$nan,,1,,0,,0,,2,,237,,96.19%,,0.00%,,0.00%,0.00%,,
2023-04-01,2023-04-30,Warren County,North,NJ,Multi-Family (2-4 Unit),292500.0,27.17%,"$385,000.00",-3.51%,133.99,18.97%,$212.23,6.77%,4,33.33%,1,-80.00%,5,25.00%,4,-70.00%,65,5100.00%,99.69%,0.32%,50.00%,16.67%,6.25%,0.00%,0.00%,-20.00%
2023-04-01,2023-04-30,Warren County,North,NJ,Single Family Residential,335000.0,3.08%,"$385,000.00",-3.51%,198.5,0.99%,$212.23,6.77%,88,-14.56%,96,11.63%,125,12.61%,2,40.00%,28,-1100.00%,101.15%,0.38%,55.68%,8.11%,11.41%,-4.14%,37.50%,-4.36%
2023-05-01,2023-05-31,Warren County,North,NJ,All Residential,362500.0,11.54%,"$385,000.00",0.00%,205.88,5.11%,$204.24,-3.76%,106,13.98%,134,36.73%,165,25.00%,2,-20.00%,23,-800.00%,101.51%,0.47%,49.06%,-5.78%,11.43%,-0.17%,41.04%,4.31%
2023-05-01,2023-05-31,Warren County,North,NJ,Multi-Family (2-4 Unit),285000.0,-2.56%,"$385,000.00",0.00%,152.64,13.92%,$204.24,-3.76%,3,-25.00%,4,300.00%,7,40.00%,5,130.00%,31,-3400.00%,98.51%,-1.18%,33.33%,-16.67%,6.25%,0.00%,0.00%,0.00%
2023-05-01,2023-05-31,Warren County,North,NJ,Single Family Residential,365000.0,8.96%,"$385,000.00",0.00%,206.16,3.86%,$204.24,-3.76%,103,17.05%,127,32.29%,156,24.80%,1,-30.00%,23,-500.00%,101.59%,0.44%,49.51%,-6.17%,11.64%,0.23%,43.31%,5.81%
2023-06-01,2023-06-30,Warren County,North,NJ,All Residential,380000.0,4.83%,"$349,222.00",-9.29%,208.33,1.19%,$206.14,0.93%,121,14.15%,127,-5.22%,152,-7.88%,1,-30.00%,20,-300.00%,102.26%,0.75%,59.50%,10.45%,12.80%,1.37%,35.43%,-5.61%
